,country_name,year,Total_Population,CO2_Emissions_by_Sector_Building,CO2_Emissions_by_Sector_Bunker_Fuels,CO2_Emissions_by_Sector_Electricity_Heat,CO2_Emissions_by_Sector_Energy,CCO2_Emissions_by_Sector_Industrial_Processes,CO2_Emissions_by_Sector_Land_Use_Change_and_Forestry,CO2_Emissions_by_Sector_Manufacturing_Construction,CO2_Emissions_by_Sector_Other_Fuel_Combustion,CO2_Emissions_by_Sector_Transportation,Net_Electricity_Consumption,income_group
1352,Japan,2014,127276000.0,118.92,27.37,636.28,1193.26,26.56,-49.71,209.97,16.13,211.97,935.7,0
1353,Japan,2015,127141000.0,114.01,28.68,610.36,1155.55,25.94,-49.75,202.35,17.52,211.32,917.18,0
1354,Japan,2016,127076000.0,111.56,30.43,608.59,1145.42,25.97,-32.06,197.98,18.39,208.9,910.27,0
1355,Japan,2017,126972000.0,115.44,30.71,589.35,1125.5,26.43,-32.07,196.8,16.85,207.07,908.26,0
1356,Japan,2018,126811000.0,106.11,31.3,561.86,1080.72,25.43,-32.07,191.68,16.51,204.56,898.24,0
1357,Kazakhstan,1992,16439095.0,0.5,6.1,111.93,253.11,2.54,-0.82,88.7,35.44,15.83,82.88,2
1358,Kazakhstan,1993,16380672.0,0.38,3.65,102.41,216.79,1.56,-0.82,75.82,24.45,13.19,79.29,2
1359,Kazakhstan,1994,16145766.0,0.43,3.18,105.17,195.26,0.8,-0.82,60.43,19.36,9.05,59.78,2
1360,Kazakhstan,1995,15816243.0,0.29,3.06,80.11,171.78,0.7,-0.82,59.44,21.52,9.16,58.53,2
1361,Kazakhstan,1996,15578227.0,0.19,2.19,72.49,149.46,0.44,-0.82,49.43,17.94,8.21,52.1,2
1362,Kazakhstan,1997,15334405.0,0.19,2.15,59.59,126.55,0.26,-0.82,43.56,15.24,7.04,44.95,2
1363,Kazakhstan,1998,15071640.0,0.21,2.35,61.16,130.07,0.25,-0.82,43.15,15.83,7.93,41.96,2
1364,Kazakhstan,1999,14928374.0,0.17,1.59,58.77,117.92,0.33,-0.82,36.0,15.12,5.82,39.82,2
1365,Kazakhstan,2000,14883626.0,1.12,2.0,71.39,114.2,0.47,-0.82,21.24,8.88,9.38,44.47,2
1366,Kazakhstan,2001,14858335.0,1.24,1.84,67.46,111.27,0.6,-1.51,27.78,4.58,8.2,49.18,2
1367,Kazakhstan,2002,14858948.0,1.17,2.09,85.56,120.83,0.62,-1.51,20.85,2.87,9.13,49.82,2
1368,Kazakhstan,2003,14909019.0,1.67,2.19,93.34,135.52,0.78,-1.51,26.15,4.99,8.65,52.79,2
1369,Kazakhstan,2004,15012984.0,1.14,1.99,97.1,149.32,0.9,-1.51,33.55,5.39,9.23,54.32,2
1370,Kazakhstan,2005,15147029.0,1.02,2.34,99.15,161.55,0.93,-1.51,38.42,8.76,9.55,57.09,2
1371,Kazakhstan,2006,15308085.0,1.31,2.58,118.67,178.73,1.47,-1.51,27.38,15.04,10.54,61.32,1
1372,Kazakhstan,2007,15484192.0,0.89,3.14,115.24,187.2,1.9,-1.51,39.03,19.95,12.1,65.3,1
1373,Kazakhstan,2008,15776938.0,19.53,2.77,122.3,230.26,1.75,-1.51,67.56,7.1,13.78,69.05,1
1374,Kazakhstan,2009,16092822.0,14.58,2.67,113.31,202.72,1.5,-1.51,52.69,9.69,12.44,67.19,1
1375,Kazakhstan,2010,16321872.0,16.54,2.66,123.65,221.1,2.46,-1.51,57.47,10.29,13.15,72.61,1
1376,Kazakhstan,2011,16557202.0,22.5,2.71,126.56,239.47,2.72,-9.86,69.24,3.05,13.47,76.21,1
1377,Kazakhstan,2012,16792090.0,16.54,2.7,131.12,238.77,2.72,-9.86,63.7,7.91,14.59,81.81,1
1378,Kazakhstan,2013,17035551.0,18.03,2.57,142.2,253.32,3.03,-9.86,69.89,5.31,13.74,85.27,1
1379,Kazakhstan,2014,17288285.0,27.2,3.06,104.79,202.03,3.19,-9.86,48.6,2.91,14.38,81.76,1
1380,Kazakhstan,2015,17542806.0,29.75,2.79,110.9,203.25,3.4,-9.86,41.31,1.84,15.3,81.53,1
1381,Kazakhstan,2016,17794055.0,31.22,2.85,125.0,219.65,3.38,-2.98,42.16,1.94,15.91,83.02,1
1382,Kazakhstan,2017,18037776.0,34.96,3.71,123.88,222.01,3.55,-2.98,42.35,2.25,15.33,86.82,1
1383,Kazakhstan,2018,18276452.0,36.84,4.03,120.81,216.9,3.55,-2.98,36.78,2.18,17.41,91.67,1
1384,Kenya,1990,23724574.0,0.6,1.03,0.42,5.52,0.62,-4.36,1.41,0.39,2.69,2.88,3
1385,Kenya,1991,24521714.0,0.56,0.87,0.41,5.31,0.58,-4.36,1.4,0.18,2.76,3.0,3
1386,Kenya,1992,25326080.0,0.54,1.16,0.45,5.34,0.62,-4.36,1.48,0.31,2.56,2.99,3
1387,Kenya,1993,26136217.0,0.5,1.32,0.48,5.29,0.58,-4.36,1.57,0.36,2.38,3.29,3
1388,Kenya,1994,26950508.0,0.53,1.74,0.55,5.28,0.59,-4.36,1.64,0.29,2.28,3.31,3
1389,Kenya,1995,27768297.0,0.74,1.6,0.49,5.73,0.64,-4.35,1.65,0.27,2.58,3.46,3
1390,Kenya,1996,28589456.0,0.77,1.68,0.58,6.23,0.74,-4.35,1.86,0.32,2.71,3.6,3
1391,Kenya,1997,29415660.0,0.81,1.61,0.61,6.03,0.61,-4.35,1.65,0.28,2.68,3.61,3
1392,Kenya,1998,30250488.0,0.95,1.63,1.12,6.58,0.58,-4.35,1.43,0.35,2.75,3.74,3
1393,Kenya,1999,31098763.0,1.19,1.58,1.43,6.9,0.58,-4.35,1.29,0.29,2.7,3.46,3
1394,Kenya,2000,31964557.0,1.13,1.62,2.19,7.77,0.46,-4.35,1.43,0.29,2.73,3.4,3
1395,Kenya,2001,32848569.0,0.92,1.56,1.59,7.08,0.53,15.11,1.61,0.28,2.69,3.85,3
1396,Kenya,2002,33751746.0,0.83,1.7,1.13,6.84,0.59,15.11,1.82,0.25,2.8,3.94,3
1397,Kenya,2003,34678781.0,0.6,1.71,0.93,5.87,0.66,15.11,1.65,0.2,2.5,4.23,3
1398,Kenya,2004,35635267.0,0.72,1.82,1.44,6.72,0.71,15.11,1.61,0.2,2.76,4.57,3
1399,Kenya,2005,36624897.0,0.91,1.88,1.71,7.48,0.84,15.11,1.85,0.13,2.89,4.75,3
1400,Kenya,2006,37649039.0,0.84,1.99,1.9,8.45,0.85,15.11,2.33,0.14,3.24,5.16,3
1401,Kenya,2007,38705934.0,0.82,2.19,1.89,8.38,0.99,15.11,2.19,0.21,3.27,5.45,3
1402,Kenya,2008,39791984.0,0.76,1.88,2.41,8.82,1.09,15.11,2.13,0.15,3.38,5.36,3
1403,Kenya,2009,40901798.0,1.03,1.89,2.96,10.43,1.28,15.11,2.11,0.13,4.21,5.52,3
1404,Kenya,2010,42030684.0,1.0,1.81,2.28,11.21,1.43,15.11,2.73,0.16,5.04,6.06,3
1405,Kenya,2011,43178270.0,0.87,2.22,2.56,11.32,1.71,8.29,3.08,0.15,4.66,6.25,3
1406,Kenya,2012,44343469.0,0.98,2.2,2.0,10.36,1.77,8.29,2.3,0.13,4.94,6.53,3
1407,Kenya,2013,45519986.0,0.95,1.83,2.56,12.13,1.97,8.29,2.6,0.15,5.89,7.16,3
1408,Kenya,2014,46700063.0,1.03,1.79,1.56,12.87,2.16,8.29,3.5,0.21,6.58,7.57,2
1409,Kenya,2015,47878339.0,1.28,2.1,1.1,14.75,2.34,8.29,4.03,0.19,8.16,8.15,2
1410,Kenya,2016,49051531.0,1.23,2.07,1.84,16.31,2.47,-7.62,4.12,0.21,8.91,7.32,2
1411,Kenya,2017,50221146.0,1.49,2.23,1.9,16.43,2.47,-7.62,4.04,0.3,8.69,8.5,2
1412,Kenya,2018,51392570.0,1.23,2.31,1.9,15.94,2.47,-7.62,3.19,0.33,9.29,9.27,2
1413,"Korea, Rep.",1990,42869283.0,63.82,5.59,64.9,231.81,17.44,-42.44,51.44,7.91,43.74,94.49,1
1414,"Korea, Rep.",1991,43295704.0,60.29,6.35,76.37,255.83,18.21,-42.44,61.15,8.99,49.04,107.47,1
1415,"Korea, Rep.",1992,43747962.0,60.61,7.31,88.14,275.92,20.29,-42.44,63.02,9.64,54.52,118.99,1
1416,"Korea, Rep.",1993,44194628.0,62.16,8.33,97.41,302.91,23.73,-42.44,70.98,10.86,61.5,126.07,1
1417,"Korea, Rep.",1994,44641540.0,60.11,9.39,108.83,327.44,25.79,-42.44,79.18,14.75,64.57,163.3,1
1418,"Korea, Rep.",1995,45092991.0,64.99,10.18,120.52,357.31,27.0,-42.44,82.79,16.53,72.47,180.04,0
1419,"Korea, Rep.",1996,45524681.0,68.76,11.37,133.08,381.68,27.2,-42.44,87.41,16.07,76.37,199.95,0
1420,"Korea, Rep.",1997,45953580.0,70.09,12.27,151.78,402.32,28.16,-42.44,86.49,15.89,78.07,218.28,0
1421,"Korea, Rep.",1998,46286503.0,53.49,10.11,134.38,343.69,21.98,-42.44,77.65,13.0,65.17,212.46,1
1422,"Korea, Rep.",1999,46616677.0,63.88,10.77,142.35,378.16,22.78,-42.44,85.22,14.91,71.8,212.02,1
1423,"Korea, Rep.",2000,47008111.0,60.17,11.51,183.95,431.9,23.79,-42.44,95.86,14.14,77.78,259.54,1
1424,"Korea, Rep.",2001,47370164.0,57.83,12.29,199.03,445.86,24.66,-60.12,94.19,13.83,80.98,279.26,0
1425,"Korea, Rep.",2002,47644736.0,59.19,12.58,191.22,435.89,26.04,-60.12,85.99,13.12,86.38,296.4,0
1426,"Korea, Rep.",2003,47892330.0,58.3,9.06,196.0,437.78,26.83,-60.12,82.87,12.31,88.3,312.89,0
1427,"Korea, Rep.",2004,48082519.0,54.77,8.6,224.05,459.79,25.11,-60.12,80.68,11.34,88.95,332.93,0
1428,"Korea, Rep.",2005,48184561.0,57.93,11.74,228.6,457.67,22.41,-60.12,74.08,11.0,86.07,350.19,0
1429,"Korea, Rep.",2006,48438292.0,53.18,12.89,236.65,464.71,22.23,-60.12,79.09,9.82,85.96,364.49,0
1430,"Korea, Rep.",2007,48683638.0,51.3,13.43,254.21,477.41,24.09,-60.12,73.39,9.88,88.64,387.02,0
1431,"Korea, Rep.",2008,49054708.0,50.6,14.91,268.06,488.84,24.35,-60.12,77.57,8.44,84.17,402.89,0
1432,"Korea, Rep.",2009,49307835.0,50.04,14.59,288.7,502.09,23.3,-60.12,69.24,9.04,85.07,409.23,0
1433,"Korea, Rep.",2010,49554112.0,53.18,15.89,322.88,550.92,23.34,-60.12,78.45,9.79,86.61,450.42,0
1434,"Korea, Rep.",2011,49936638.0,52.41,15.75,346.63,573.76,23.53,-50.46,80.13,9.46,85.13,473.02,0
1435,"Korea, Rep.",2012,50199853.0,51.31,15.73,350.8,575.47,23.49,-50.46,76.33,9.44,87.58,483.19,0
1436,"Korea, Rep.",2013,50428893.0,51.21,16.39,345.95,574.55,23.09,-50.46,77.01,9.51,90.88,488.4,0
1437,"Korea, Rep.",2014,50746659.0,46.17,15.15,343.58,562.68,23.32,-50.46,72.23,8.25,92.46,495.95,0
1438,"Korea, Rep.",2015,51014947.0,47.95,14.64,351.34,582.05,24.46,-50.46,76.27,8.08,98.4,499.77,0
1439,"Korea, Rep.",2016,51217803.0,51.34,15.8,356.66,589.21,25.57,-45.8,73.0,6.89,101.31,508.7,0
1440,"Korea, Rep.",2017,51361911.0,51.9,15.98,365.16,600.04,25.32,-45.8,71.83,7.68,103.47,511.76,0
1441,"Korea, Rep.",2018,51585058.0,51.09,16.82,373.7,605.77,25.09,-45.8,71.97,7.36,101.66,534.62,0
1442,Kyrgyz Republic,2000,4898400.0,0.03,0.12,2.01,4.45,0.22,-1.02,0.84,0.72,0.85,9.11,3
1443,Kyrgyz Republic,2001,4945100.0,0.02,0.07,1.77,3.76,0.21,-0.01,0.62,0.46,0.89,8.15,3
1444,Kyrgyz Republic,2002,4990700.0,0.02,0.11,1.62,4.74,0.23,-0.01,1.49,0.83,0.78,7.74,3
1445,Kyrgyz Republic,2003,5043300.0,0.02,0.1,1.67,5.26,0.33,-0.01,1.68,0.95,0.94,9.59,3
1446,Kyrgyz Republic,2004,5104700.0,0.03,0.15,1.66,5.19,0.37,-0.01,1.59,0.72,1.19,8.14,3
1447,Kyrgyz Republic,2005,5162600.0,0.25,0.5,2.08,4.89,0.41,-0.01,0.74,0.73,1.09,6.82,3
1448,Kyrgyz Republic,2006,5218400.0,0.24,0.96,1.95,4.88,0.44,-0.01,0.73,0.79,1.16,7.1,3
1449,Kyrgyz Republic,2007,5268400.0,0.26,1.02,1.93,5.96,0.51,-0.01,0.97,1.06,1.75,7.62,3
1450,Kyrgyz Republic,2008,5318700.0,0.24,1.12,2.29,7.01,0.5,-0.01,1.05,1.48,1.96,7.13,3
1451,Kyrgyz Republic,2009,5383300.0,0.22,1.21,2.13,6.52,0.24,-0.01,0.43,1.46,2.27,6.97,3
1452,Kyrgyz Republic,2010,5447900.0,0.18,1.03,1.68,6.04,0.31,-0.01,0.65,1.55,1.98,7.3,3
1453,Kyrgyz Republic,2011,5514600.0,0.25,0.42,1.77,7.21,0.41,-0.74,0.57,1.86,2.77,8.89,3
1454,Kyrgyz Republic,2012,5607200.0,0.27,0.32,1.88,9.56,0.5,-0.74,1.52,1.95,3.94,9.94,3
1455,Kyrgyz Republic,2013,5719600.0,0.47,0.5,1.64,8.72,0.66,-0.74,0.74,1.94,3.94,10.87,2
1456,Kyrgyz Republic,2014,5835500.0,1.51,0.32,2.28,9.03,0.67,-0.74,1.4,0.69,3.15,11.12,2
1457,Kyrgyz Republic,2015,5956900.0,1.8,0.63,2.75,9.68,0.58,-0.74,1.82,0.63,2.68,10.68,2
1458,Kyrgyz Republic,2016,6079500.0,2.76,0.63,1.83,9.19,0.5,-3.27,0.9,0.39,3.32,10.52,2
1459,Kyrgyz Republic,2017,6198200.0,4.58,0.07,1.5,8.84,0.5,-3.27,0.86,0.05,1.86,11.23,2
1460,Kyrgyz Republic,2018,6322800.0,6.11,0.04,1.58,10.49,0.5,-3.27,1.19,0.1,1.52,11.74,2
1461,Latvia,1992,2614338.0,2.1,0.58,7.08,13.83,0.14,-12.96,1.58,0.63,2.45,6.77,2
1462,Latvia,1993,2563290.0,2.02,0.51,5.32,11.74,0.02,-12.96,1.58,0.56,2.28,5.16,2
1463,Latvia,1994,2520742.0,1.63,0.45,4.46,10.15,0.08,-12.96,1.43,0.52,2.11,4.91,2
1464,Latvia,1995,2485056.0,1.03,0.35,4.1,8.9,0.09,-12.89,1.37,0.41,2.01,4.87,2
1465,Latvia,1996,2457222.0,1.01,0.37,4.32,8.9,0.11,-12.88,1.24,0.41,1.93,4.8,2
1466,Latvia,1997,2432851.0,0.88,0.37,3.81,8.42,0.11,-12.87,1.42,0.34,1.97,4.88,2
1467,Latvia,1998,2410019.0,0.79,0.35,3.68,8.03,0.1,-12.85,1.32,0.3,1.94,4.7,2
1468,Latvia,1999,2390482.0,0.76,0.31,3.25,7.41,0.14,-12.79,1.18,0.31,1.91,4.7,2
1469,Latvia,2000,2367550.0,0.66,0.3,2.71,6.84,0.09,-12.7,1.03,0.31,2.12,4.92,2
1470,Latvia,2001,2337170.0,0.79,0.32,2.61,7.25,0.11,-13.9,1.0,0.34,2.51,5.02,1
1471,Latvia,2002,2310173.0,0.8,0.32,2.49,7.24,0.12,-13.89,1.05,0.31,2.59,5.08,1
1472,Latvia,2003,2287955.0,0.83,0.38,2.44,7.47,0.13,-13.88,1.09,0.36,2.74,5.59,1
1473,Latvia,2004,2263122.0,0.89,0.43,2.23,7.48,0.14,-13.86,1.11,0.38,2.88,5.78,1
1474,Latvia,2005,2238799.0,0.88,0.47,2.21,7.58,0.13,-13.86,1.12,0.37,3.0,6.1,1
1475,Latvia,2006,2218357.0,0.93,0.52,2.23,8.03,0.17,-13.85,1.17,0.39,3.32,6.43,1
1476,Latvia,2007,2200325.0,0.93,0.58,2.1,8.36,0.17,-13.84,1.19,0.38,3.75,6.83,1
1477,Latvia,2008,2177322.0,0.9,0.6,2.06,7.94,0.17,-13.82,1.1,0.34,3.55,6.84,1
1478,Latvia,2009,2141669.0,0.9,0.6,1.98,7.19,0.18,-13.82,0.87,0.33,3.11,6.33,0
1479,Latvia,2010,2097555.0,1.02,0.69,2.37,8.09,0.43,-13.8,1.14,0.38,3.18,6.56,1
1480,Latvia,2011,2059709.0,0.92,0.7,2.18,7.34,0.56,-2.65,1.04,0.38,2.82,6.51,1
1481,Latvia,2012,2034319.0,0.86,0.69,1.98,7.0,0.58,-2.65,1.07,0.36,2.73,7.15,0
1482,Latvia,2013,2012647.0,0.82,0.7,2.08,6.91,0.54,-2.65,0.89,0.36,2.76,6.75,0
1483,Latvia,2014,1993782.0,0.85,0.66,1.79,6.72,0.56,-2.68,0.85,0.36,2.88,6.81,0
1484,Latvia,2015,1977527.0,0.81,0.67,1.86,6.85,0.47,-2.68,0.75,0.37,3.06,6.72,0
1485,Latvia,2016,1959537.0,0.8,0.74,1.88,6.8,0.35,-2.78,0.64,0.4,3.08,6.8,0
1486,Latvia,2017,1942248.0,0.82,0.81,1.57,6.68,0.44,-2.78,0.62,0.43,3.24,6.84,0
1487,Latvia,2018,1927174.0,0.84,0.85,1.96,7.19,0.44,-2.78,0.71,0.44,3.24,6.98,0
1488,Lebanon,2014,6261046.0,0.66,0.73,13.51,22.54,2.4,-0.08,1.19,0.06,7.12,15.15,1
1489,Lebanon,2015,6532681.0,0.71,0.66,14.27,24.62,2.43,-0.08,1.19,0.1,8.35,15.94,1
1490,Lebanon,2016,6714281.0,0.71,0.78,14.67,25.46,2.35,-0.08,1.08,0.13,8.86,16.37,1
1491,Lebanon,2017,6819373.0,0.7,0.86,15.67,26.93,2.35,-0.08,1.15,0.08,9.33,18.27,1
1492,Lebanon,2018,6859408.0,0.68,0.84,15.34,25.36,2.35,-0.08,1.16,0.07,8.11,17.73,1
1493,Lithuania,1992,3700114.0,2.81,0.94,8.64,19.23,0.76,0.68,3.03,0.74,4.01,10.66,2
1494,Lithuania,1993,3682613.0,2.36,0.76,7.32,15.37,0.36,0.68,1.98,0.64,3.07,9.02,2
1495,Lithuania,1994,3657144.0,2.24,0.61,7.27,14.43,0.38,0.68,2.03,0.49,2.4,8.38,2
1496,Lithuania,1995,3629102.0,1.93,0.55,6.41,13.43,0.31,0.67,1.74,0.42,2.94,8.42,2
1497,Lithuania,1996,3601613.0,1.62,0.53,7.1,13.91,0.32,0.66,1.53,0.43,3.24,8.37,2
1498,Lithuania,1997,3575137.0,1.38,0.45,6.65,13.56,0.37,0.65,1.55,0.35,3.63,8.3,2
1499,Lithuania,1998,3549331.0,1.15,0.39,7.49,14.3,0.41,0.64,1.52,0.31,3.82,8.57,2
1500,Lithuania,1999,3524238.0,1.05,0.3,6.05,11.9,0.35,0.61,1.18,0.22,3.41,8.23,2
1501,Lithuania,2000,3499536.0,0.85,0.26,5.07,10.22,0.29,0.61,1.08,0.18,3.04,8.27,2
1502,Lithuania,2001,3470818.0,0.81,0.26,5.53,10.87,0.28,0.1,1.04,0.17,3.32,8.01,1
1503,Lithuania,2002,3443067.0,0.87,0.26,5.33,10.93,0.29,0.09,1.11,0.18,3.44,8.22,1
1504,Lithuania,2003,3415213.0,0.91,0.28,5.23,10.94,0.29,0.09,1.13,0.19,3.49,8.54,1
1505,Lithuania,2004,3377075.0,0.91,0.3,5.4,11.56,0.35,0.06,1.22,0.21,3.83,8.97,1
1506,Lithuania,2005,3322528.0,0.98,0.34,5.7,12.44,0.38,0.05,1.49,0.22,4.06,8.87,1
1507,Lithuania,2006,3269909.0,1.09,0.37,5.24,12.5,0.52,0.05,1.61,0.23,4.33,9.32,1
1508,Lithuania,2007,3231294.0,1.05,0.42,4.75,12.68,0.52,0.05,1.61,0.24,5.03,9.61,1
1509,Lithuania,2008,3198231.0,1.0,0.44,4.91,12.61,0.45,0.05,1.46,0.23,5.01,9.99,1
1510,Lithuania,2009,3162916.0,1.0,0.29,4.9,11.41,0.28,0.03,1.17,0.2,4.14,9.2,1
1511,Lithuania,2010,3097282.0,1.13,0.35,5.41,12.31,0.29,0.03,1.27,0.23,4.28,9.24,1
1512,Lithuania,2011,3028115.0,1.15,0.38,4.54,11.53,0.32,-6.06,1.36,0.23,4.25,9.49,1
1513,Lithuania,2012,2987773.0,1.07,0.4,4.49,11.53,0.4,-6.06,1.46,0.23,4.28,9.66,0
1514,Lithuania,2013,2957689.0,1.06,0.42,3.9,10.87,0.46,-6.06,1.4,0.23,4.28,9.7,0
1515,Lithuania,2014,2932367.0,0.96,0.44,3.2,10.46,0.4,-6.09,1.3,0.25,4.76,9.9,0
1516,Lithuania,2015,2904910.0,0.87,0.43,3.22,10.55,0.52,-6.09,1.17,0.23,5.05,10.02,0
1517,Lithuania,2016,2868231.0,1.0,0.49,2.94,10.75,0.45,-0.62,1.14,0.23,5.44,10.5,0
1518,Lithuania,2017,2828403.0,1.08,0.52,2.61,10.77,0.45,-0.62,1.16,0.24,5.69,10.85,0
1519,Lithuania,2018,2801543.0,1.14,0.58,2.49,11.14,0.45,-0.63,1.23,0.23,6.05,11.22,0
1520,Luxembourg,1990,381850.0,1.29,0.41,1.73,10.75,0.57,-0.64,5.08,0.02,2.63,4.14,0
1521,Luxembourg,1991,387000.0,1.56,0.43,1.86,11.24,0.54,-0.64,4.66,0.02,3.15,4.26,0
1522,Luxembourg,1992,392175.0,1.44,0.42,1.75,10.91,0.55,-0.64,4.22,0.07,3.44,4.24,0
1523,Luxembourg,1993,397475.0,1.41,0.41,1.77,11.21,0.46,-0.64,4.5,0.06,3.47,4.39,0
1524,Luxembourg,1994,402925.0,1.36,0.52,1.39,10.32,0.51,-0.64,4.0,0.06,3.52,4.71,0
1525,Luxembourg,1995,408625.0,1.37,0.58,0.91,8.23,0.46,-0.64,2.57,0.04,3.35,5.01,0
1526,Luxembourg,1996,414225.0,1.53,0.63,0.74,8.31,0.45,-0.64,2.54,0.05,3.44,4.91,0
1527,Luxembourg,1997,419450.0,1.49,0.77,0.45,7.8,0.47,-0.64,2.14,0.07,3.65,5.15,0
1528,Luxembourg,1998,424700.0,1.56,0.87,0.16,7.12,0.47,-0.64,1.49,0.09,3.82,5.33,0
1529,Luxembourg,1999,430475.0,1.39,1.02,0.18,7.45,0.49,-0.64,1.55,0.09,4.25,5.52,0
1530,Luxembourg,2000,436300.0,1.61,1.0,0.23,8.07,0.52,-0.55,1.31,0.06,4.85,5.81,0
1531,Luxembourg,2001,441525.0,1.66,1.09,0.42,8.69,0.45,-0.52,1.45,0.07,5.1,6.17,0
1532,Luxembourg,2002,446175.0,1.6,1.17,1.16,9.38,0.47,-0.52,1.25,0.06,5.31,5.75,0
1533,Luxembourg,2003,451630.0,1.64,1.22,1.16,9.85,0.41,-0.52,1.14,0.06,5.86,5.98,0
1534,Luxembourg,2004,458095.0,1.69,1.33,1.38,11.23,0.45,-0.52,1.29,0.05,6.83,6.22,0
1535,Luxembourg,2005,465158.0,1.61,1.35,1.35,11.49,0.44,-0.52,1.27,0.05,7.21,5.98,0
1536,Luxembourg,2006,472637.0,1.57,1.26,1.42,11.3,0.44,-0.52,1.36,0.05,6.9,6.44,0
1537,Luxembourg,2007,479993.0,1.49,1.36,1.27,10.71,0.43,-0.52,1.27,0.06,6.62,6.55,0
1538,Luxembourg,2008,488650.0,1.55,1.37,1.1,10.64,0.4,-0.52,1.21,0.06,6.72,6.44,0
1539,Luxembourg,2009,497783.0,1.55,1.32,1.24,10.09,0.38,-0.52,1.03,0.07,6.19,5.94,0
1540,Luxembourg,2010,506953.0,1.64,1.35,1.29,10.67,0.39,-0.52,1.12,0.07,6.55,6.45,0
1541,Luxembourg,2011,518347.0,1.38,1.26,1.09,10.52,0.41,-0.24,1.05,0.05,6.95,6.37,0
1542,Luxembourg,2012,530946.0,1.5,1.17,1.11,10.31,0.37,-0.24,1.02,0.06,6.63,6.1,0
1543,Luxembourg,2013,543360.0,1.52,1.18,0.76,9.78,0.37,-0.24,0.96,0.06,6.48,6.12,0
1544,Luxembourg,2014,556319.0,1.35,1.27,0.71,9.29,0.36,-0.24,0.98,0.06,6.19,6.12,0
1545,Luxembourg,2015,569604.0,1.55,1.43,0.48,8.81,0.33,-0.24,0.96,0.06,5.75,6.2,0
1546,Luxembourg,2016,582014.0,1.61,1.59,0.27,8.5,0.35,-0.28,0.97,0.07,5.58,6.37,0
1547,Luxembourg,2017,596336.0,1.68,1.77,0.27,8.63,0.37,-0.28,0.94,0.06,5.69,6.41,0
1548,Luxembourg,2018,607950.0,1.62,1.89,0.24,8.95,0.37,-0.28,0.96,0.05,6.07,6.47,0
1549,Madagascar,1990,11598647.0,0.11,0.11,0.19,0.87,0.02,28.76,0.01,0.03,0.53,0.53,3
1550,Madagascar,1991,11942809.0,0.11,0.11,0.2,0.93,0.02,28.76,0.01,0.02,0.59,0.53,3
1551,Madagascar,1992,12301338.0,0.12,0.11,0.19,0.94,0.02,28.76,0.01,0.03,0.6,0.54,3
1552,Madagascar,1995,13475403.0,0.13,0.11,0.23,1.36,0.01,28.81,0.2,0.12,0.68,0.57,3
1553,Madagascar,1996,13902697.0,0.12,0.12,0.12,1.29,0.02,28.81,0.25,0.11,0.7,0.62,3
1554,Madagascar,1997,14347860.0,0.12,0.12,0.19,1.41,0.01,28.82,0.25,0.11,0.73,0.65,3
1555,Madagascar,1998,14808791.0,0.12,0.12,0.28,1.61,0.02,28.83,0.28,0.1,0.83,0.7,3
1556,Madagascar,1999,15282524.0,0.08,0.13,0.28,1.65,0.02,28.91,0.27,0.12,0.91,0.72,3
1557,Madagascar,2016,24894370.0,0.09,0.12,1.23,3.12,0.09,10.11,0.53,0.05,1.22,1.87,3
1558,Madagascar,2017,25570511.0,0.12,0.12,1.42,3.4,0.09,10.11,0.54,0.09,1.24,2.08,3
1559,Madagascar,2018,26262313.0,0.12,0.14,1.26,3.27,0.09,10.12,0.49,0.1,1.31,2.14,3
1560,Malawi,1990,9404499.0,0.03,0.04,0.02,0.68,0.04,8.14,0.17,0.05,0.42,0.66,3
1561,Malawi,1991,9600361.0,0.05,0.04,0.02,0.74,0.05,8.14,0.15,0.08,0.45,0.7,3
1562,Malawi,1992,9685974.0,0.05,0.04,0.02,0.75,0.05,8.14,0.16,0.08,0.45,0.73,3
1563,Malawi,1993,9710335.0,0.05,0.04,0.12,0.83,0.05,8.14,0.16,0.03,0.46,0.89,3
1564,Malawi,1994,9745695.0,0.06,0.04,0.14,0.86,0.05,8.14,0.17,0.03,0.47,0.93,3
1565,Malawi,1995,9844418.0,0.06,0.05,0.13,0.85,0.06,8.14,0.17,0.03,0.47,0.95,3
1566,Malawi,2001,11432001.0,0.05,0.02,0.14,0.81,0.07,8.18,0.2,0.02,0.4,1.18,3
1567,Malawi,2002,11713663.0,0.06,0.01,0.15,0.82,0.04,8.18,0.14,0.06,0.41,1.24,3
1568,Malawi,2003,12000183.0,0.06,0.03,0.13,0.81,0.06,8.18,0.08,0.07,0.46,1.26,3
1569,Malawi,2004,12301837.0,0.07,0.02,0.16,0.86,0.05,8.19,0.09,0.08,0.47,1.38,3
1570,Malawi,2005,12625950.0,0.06,0.02,0.17,0.84,0.07,8.19,0.09,0.08,0.45,1.41,3
1571,Malawi,2006,12973693.0,0.06,0.03,0.18,0.86,0.08,8.18,0.09,0.08,0.46,1.45,3
1572,Malawi,2007,13341808.0,0.05,0.03,0.17,0.9,0.07,8.18,0.09,0.08,0.51,1.47,3
1573,Malawi,2008,13727899.0,0.05,0.03,0.15,1.01,0.09,8.19,0.07,0.08,0.65,1.61,3
1574,Malawi,2009,14128161.0,0.04,0.02,0.15,1.03,0.09,8.18,0.07,0.08,0.68,1.59,3
