,country_name,year,Total_Population,CO2_Emissions_by_Sector_Building,CO2_Emissions_by_Sector_Bunker_Fuels,CO2_Emissions_by_Sector_Electricity_Heat,CO2_Emissions_by_Sector_Energy,CCO2_Emissions_by_Sector_Industrial_Processes,CO2_Emissions_by_Sector_Land_Use_Change_and_Forestry,CO2_Emissions_by_Sector_Manufacturing_Construction,CO2_Emissions_by_Sector_Other_Fuel_Combustion,CO2_Emissions_by_Sector_Transportation,Net_Electricity_Consumption,income_group
703,Dominican Republic,2001,8598599.0,1.14,1.23,9.91,17.81,1.16,-1.94,1.26,0.16,5.34,8.5,2
704,Dominican Republic,2002,8724974.0,1.1,1.08,10.51,19.59,1.28,-1.94,2.08,0.17,5.73,8.73,2
705,Dominican Republic,2003,8850317.0,0.94,1.3,9.1,17.5,1.21,-1.94,2.07,0.14,5.26,9.2,2
706,Dominican Republic,2004,8974444.0,1.06,1.47,7.9,16.15,1.1,-1.94,1.6,0.16,5.44,7.95,2
707,Dominican Republic,2005,9097262.0,1.16,1.51,8.61,17.52,1.14,-1.94,1.8,0.19,5.76,10.52,2
708,Dominican Republic,2006,9218681.0,1.33,1.51,8.97,18.79,1.54,-1.94,2.41,0.22,5.86,11.46,2
709,Dominican Republic,2007,9338856.0,1.4,1.52,9.11,18.94,1.65,-1.94,2.27,0.2,5.95,11.99,2
710,Dominican Republic,2008,9458079.0,1.45,1.42,9.44,18.87,1.67,-1.94,2.37,0.17,5.44,9.96,1
711,Dominican Republic,2009,9576736.0,1.45,1.44,8.42,18.11,1.52,-1.94,2.42,0.18,5.64,9.87,1
712,Dominican Republic,2010,9695117.0,1.37,1.48,8.93,19.03,1.61,-1.94,2.8,0.19,5.74,12.06,1
713,Dominican Republic,2011,9813219.0,1.25,1.48,9.49,19.31,1.56,-1.18,2.36,0.16,6.05,12.94,1
714,Dominican Republic,2012,9930916.0,1.26,1.48,9.52,20.04,1.61,-1.18,2.53,0.17,6.56,13.66,1
715,Dominican Republic,2013,10048226.0,1.31,1.51,9.19,19.6,1.65,-1.18,3.14,0.18,5.79,14.51,1
716,Dominican Republic,2014,10165182.0,1.37,1.59,10.06,19.46,1.86,-1.18,2.84,0.14,5.05,14.13,1
717,Dominican Republic,2015,10281675.0,1.5,1.72,10.8,21.52,1.92,-1.18,2.91,0.19,6.13,14.64,1
718,Dominican Republic,2016,10397738.0,1.56,1.76,10.95,22.54,1.92,-1.56,3.19,0.21,6.63,15.28,1
719,Dominican Republic,2017,10513111.0,1.54,1.88,10.03,21.47,1.92,-1.56,3.2,0.2,6.51,15.57,1
720,Dominican Republic,2018,10627147.0,1.56,1.91,11.14,23.2,1.92,-1.56,3.12,0.21,7.17,16.07,1
721,Ecuador,1990,10230931.0,1.28,0.53,1.61,14.58,1.02,36.57,2.41,0.21,7.83,4.78,2
722,Ecuador,1991,10472476.0,1.3,0.59,1.92,15.12,1.04,36.57,2.53,0.15,8.02,5.16,2
723,Ecuador,1992,10716131.0,1.36,0.58,2.43,16.19,1.02,36.57,2.77,0.14,8.13,5.4,2
724,Ecuador,1993,10961460.0,1.36,0.49,1.87,15.19,0.95,36.57,2.49,0.16,8.16,5.51,2
725,Ecuador,1994,11207999.0,1.46,0.63,1.83,16.06,0.97,36.57,2.78,0.15,8.68,6.03,2
726,Ecuador,1995,11455205.0,1.65,0.67,3.94,18.6,1.18,36.57,2.68,0.15,8.27,6.08,2
727,Ecuador,1996,11703169.0,1.8,0.75,4.18,21.13,1.36,36.57,3.02,0.14,10.07,6.92,2
728,Ecuador,1997,11951457.0,1.94,0.59,4.68,22.24,1.3,36.57,3.06,0.09,10.67,6.85,2
729,Ecuador,1998,12198449.0,1.96,0.56,5.18,22.21,1.17,36.57,3.2,0.09,9.98,7.37,2
730,Ecuador,1999,12442109.0,1.9,0.44,3.92,19.69,1.03,36.57,2.93,0.09,9.05,7.64,2
731,Ecuador,2000,12681123.0,2.08,0.36,4.28,20.11,1.26,36.57,2.73,1.23,7.99,7.82,2
732,Ecuador,2001,12914660.0,2.16,0.36,4.98,22.13,1.3,28.49,2.68,2.02,8.48,8.05,2
733,Ecuador,2002,13143465.0,2.22,0.57,5.07,22.27,1.32,28.49,2.9,1.45,8.82,8.26,2
734,Ecuador,2003,13369678.0,2.31,0.62,4.74,22.61,1.35,28.49,2.78,1.78,9.15,8.61,2
735,Ecuador,2004,13596390.0,2.41,0.69,5.34,23.93,1.49,28.57,2.74,2.1,9.48,10.45,2
736,Ecuador,2005,13825839.0,2.53,0.77,6.08,25.58,1.57,28.57,2.88,2.44,9.91,10.47,2
737,Ecuador,2006,14059379.0,2.64,0.68,7.44,27.37,1.74,28.57,2.72,2.62,10.2,11.57,2
738,Ecuador,2007,14296554.0,2.8,0.85,7.72,27.74,1.83,28.57,2.04,3.44,10.0,13.83,2
739,Ecuador,2008,14535740.0,2.93,0.99,7.03,28.06,2.22,28.57,2.34,4.22,9.96,15.11,2
740,Ecuador,2009,14774412.0,3.03,0.8,8.66,30.32,2.11,28.57,2.7,4.3,10.48,15.69,2
741,Ecuador,2010,15011114.0,3.14,0.73,9.93,32.56,2.09,28.57,2.83,3.02,12.66,16.36,1
742,Ecuador,2011,15243885.0,3.31,0.73,8.73,33.26,2.24,17.05,2.89,3.43,13.7,17.82,1
743,Ecuador,2012,15474099.0,3.41,0.91,9.11,34.28,2.35,17.05,3.06,3.54,14.18,19.02,1
744,Ecuador,2013,15707473.0,3.52,1.02,10.04,36.81,2.61,17.05,3.49,3.49,15.12,20.01,1
745,Ecuador,2014,15951832.0,3.62,1.02,10.5,38.6,2.6,17.05,3.73,3.29,16.26,21.08,1
746,Ecuador,2015,16212022.0,3.64,1.07,10.47,38.39,2.33,17.05,3.19,2.96,16.93,22.19,1
747,Ecuador,2016,16491116.0,3.57,1.73,9.34,36.8,2.21,26.15,2.21,3.32,17.1,22.67,1
748,Ecuador,2017,16785356.0,3.61,1.87,6.9,35.56,2.21,26.15,2.1,3.58,18.2,23.68,1
749,Ecuador,2018,17084359.0,3.74,1.9,7.44,37.32,2.21,26.15,2.36,4.2,18.49,24.6,1
750,"Egypt, Arab Rep.",1994,61095804.0,9.02,1.14,26.83,78.82,7.62,-0.41,20.51,0.25,20.02,45.18,3
751,"Egypt, Arab Rep.",1995,62334025.0,9.52,0.82,27.37,83.55,8.32,-0.41,22.98,0.37,21.23,47.15,2
752,"Egypt, Arab Rep.",1996,63601632.0,9.67,1.14,28.05,87.99,8.78,-0.41,25.32,0.44,22.48,47.73,2
753,"Egypt, Arab Rep.",1997,64892269.0,10.66,1.65,30.59,94.74,9.21,-0.41,26.72,0.78,24.07,51.75,2
754,"Egypt, Arab Rep.",1998,66200259.0,11.39,1.37,34.69,99.48,9.79,-0.41,24.74,0.25,26.72,55.45,2
755,"Egypt, Arab Rep.",1999,67515591.0,10.35,1.72,36.69,103.84,10.83,-0.41,26.29,0.43,28.39,60.27,2
756,"Egypt, Arab Rep.",2000,68831561.0,10.89,2.0,34.44,101.69,11.17,-0.41,25.29,0.23,29.25,63.56,2
757,"Egypt, Arab Rep.",2001,70152662.0,11.14,1.75,39.41,113.26,11.75,-0.17,32.81,0.2,28.16,68.22,2
758,"Egypt, Arab Rep.",2002,71485044.0,11.55,1.71,41.87,115.02,12.72,-0.17,30.85,0.19,29.02,72.8,2
759,"Egypt, Arab Rep.",2003,72826102.0,11.49,2.02,46.9,119.35,11.89,-0.17,28.65,0.14,30.64,78.82,2
760,"Egypt, Arab Rep.",2004,74172073.0,12.1,4.54,59.08,130.0,12.69,-0.17,23.72,2.29,31.34,83.2,2
761,"Egypt, Arab Rep.",2005,75523576.0,12.08,7.77,63.6,146.45,14.14,-0.17,33.11,5.46,30.79,89.78,2
762,"Egypt, Arab Rep.",2006,76873670.0,12.38,8.24,66.32,153.56,15.57,-0.17,34.28,5.71,33.46,96.59,2
763,"Egypt, Arab Rep.",2007,78232124.0,13.55,9.36,67.59,165.13,17.1,-0.17,39.23,6.21,37.03,105.11,2
764,"Egypt, Arab Rep.",2008,79636081.0,14.22,9.3,74.76,172.4,16.72,-0.17,36.37,6.46,39.05,110.37,2
765,"Egypt, Arab Rep.",2009,81134789.0,15.27,10.15,78.81,175.98,19.51,-0.17,31.53,7.05,41.78,117.41,2
766,"Egypt, Arab Rep.",2010,82761244.0,15.31,9.77,77.87,178.02,18.48,-0.17,31.77,7.14,44.84,122.7,2
767,"Egypt, Arab Rep.",2011,84529251.0,15.5,9.81,81.43,183.71,17.9,0.92,31.68,7.29,46.77,121.56,2
768,"Egypt, Arab Rep.",2012,86422240.0,15.29,9.54,87.69,189.8,22.61,0.92,28.06,7.14,50.9,123.3,2
769,"Egypt, Arab Rep.",2013,88404652.0,15.42,4.39,88.14,190.3,20.13,0.92,31.59,2.82,51.4,120.92,2
770,"Egypt, Arab Rep.",2014,90424668.0,15.81,4.8,92.18,196.86,19.79,0.92,29.75,2.95,53.6,130.59,2
771,"Egypt, Arab Rep.",2015,92442549.0,16.28,4.29,96.79,205.45,20.5,0.92,32.34,2.89,54.98,135.59,2
772,"Egypt, Arab Rep.",2016,94447071.0,16.69,4.15,99.18,213.06,20.9,0.18,34.62,3.0,57.4,131.05,2
773,"Egypt, Arab Rep.",2017,96442590.0,16.78,4.71,106.14,218.55,20.14,0.18,35.26,2.86,55.71,142.65,2
774,"Egypt, Arab Rep.",2018,98423602.0,17.03,4.82,108.87,225.37,20.9,0.18,41.12,2.68,53.88,145.0,2
775,Estonia,1992,1533091.0,0.58,0.48,19.29,23.46,0.32,-1.8,1.95,0.57,1.07,6.8,1
776,Estonia,1993,1494128.0,0.55,0.42,14.14,18.1,0.23,-1.8,1.82,0.43,1.16,5.73,1
777,Estonia,1994,1462514.0,0.58,0.25,13.82,17.55,0.33,-1.8,1.56,0.22,1.38,5.91,2
778,Estonia,1995,1436634.0,0.54,0.21,12.0,15.89,0.35,-1.75,1.79,0.17,1.39,5.58,2
779,Estonia,1996,1415594.0,0.67,0.26,12.6,16.85,0.36,-1.75,1.85,0.22,1.52,5.9,2
780,Estonia,1997,1399535.0,0.64,0.24,12.59,16.43,0.4,-1.74,1.47,0.17,1.56,6.21,1
781,Estonia,1998,1386156.0,0.57,0.22,12.17,15.86,0.4,-1.67,1.29,0.17,1.66,6.06,1
782,Estonia,1999,1390244.0,0.48,0.15,11.78,14.84,0.36,-1.5,0.84,0.08,1.65,5.7,1
783,Estonia,2000,1396985.0,0.5,0.16,11.29,14.45,0.37,-1.45,0.91,0.1,1.65,5.87,1
784,Estonia,2001,1388115.0,0.54,0.28,11.09,14.91,0.38,-1.42,1.09,0.23,1.97,5.83,1
785,Estonia,2002,1379350.0,0.46,0.31,10.94,14.51,0.36,-1.4,0.78,0.26,2.08,6.14,1
786,Estonia,2003,1370720.0,0.51,0.34,12.77,16.5,0.34,-1.39,0.94,0.27,2.0,6.52,1
787,Estonia,2004,1362550.0,0.51,0.34,12.76,16.55,0.36,-1.36,0.98,0.25,2.04,6.78,1
788,Estonia,2005,1354775.0,0.5,0.39,12.81,16.75,0.37,-1.36,1.05,0.24,2.15,6.89,1
789,Estonia,2006,1346810.0,0.44,0.36,11.47,15.47,0.41,-1.35,1.04,0.21,2.31,7.33,0
790,Estonia,2007,1340680.0,0.4,0.4,14.87,19.26,0.6,-1.34,1.34,0.22,2.44,7.69,0
791,Estonia,2008,1337090.0,0.4,0.43,13.48,17.69,0.6,-1.33,1.22,0.22,2.37,7.89,0
792,Estonia,2009,1334515.0,0.36,0.33,11.22,14.7,0.26,-1.32,0.78,0.22,2.13,7.48,0
793,Estonia,2010,1331475.0,0.36,0.32,14.97,18.57,0.31,-1.3,0.76,0.22,2.26,7.95,0
794,Estonia,2011,1327439.0,0.41,0.4,13.79,17.64,0.42,-6.16,0.93,0.27,2.25,7.68,0
795,Estonia,2012,1322696.0,0.42,0.45,12.55,16.37,0.41,-6.15,0.85,0.27,2.28,8.22,0
796,Estonia,2013,1317997.0,0.42,0.41,14.8,18.79,0.4,-6.15,1.08,0.27,2.23,8.06,0
797,Estonia,2014,1314545.0,0.44,0.47,13.6,17.4,0.42,-6.15,0.8,0.33,2.23,8.19,0
798,Estonia,2015,1315407.0,0.44,0.49,11.49,15.16,0.21,-6.15,0.61,0.34,2.3,8.26,0
799,Estonia,2016,1315790.0,0.45,0.46,11.71,15.46,0.19,1.94,0.63,0.33,2.35,8.79,0
800,Estonia,2017,1317384.0,0.43,0.5,12.17,15.97,0.31,1.93,0.62,0.32,2.43,8.75,0
801,Estonia,2018,1321977.0,0.43,0.53,11.82,15.7,0.31,1.95,0.66,0.32,2.46,9.1,0
802,Ethiopia,1990,47887864.0,0.12,0.65,0.3,2.17,0.14,26.29,0.55,0.27,0.93,1.08,3
803,Ethiopia,1991,49609976.0,0.13,0.64,0.32,2.22,0.12,26.29,0.56,0.27,0.93,1.09,3
804,Ethiopia,1992,51423591.0,0.24,0.15,0.07,1.39,0.12,26.29,0.26,0.1,0.73,1.1,3
805,Ethiopia,1993,53295556.0,0.34,0.19,0.08,1.8,0.14,26.29,0.39,0.12,0.88,1.3,3
806,Ethiopia,1994,55180993.0,0.38,0.24,0.07,2.07,0.19,26.29,0.51,0.13,0.98,1.29,3
807,Ethiopia,1995,57047906.0,0.44,0.25,0.08,2.33,0.25,26.32,0.57,0.15,1.09,1.3,3
808,Ethiopia,1996,58883531.0,0.53,0.24,0.07,2.59,0.28,26.33,0.61,0.17,1.21,1.38,3
809,Ethiopia,1997,60697443.0,0.58,0.25,0.05,2.75,0.3,26.33,0.66,0.19,1.28,1.43,3
810,Ethiopia,1998,62507724.0,0.55,0.28,0.04,2.93,0.3,26.36,0.72,0.21,1.41,1.47,3
811,Ethiopia,1999,64343008.0,0.53,0.3,0.02,2.92,0.26,26.43,0.71,0.21,1.45,1.46,3
812,Ethiopia,2000,66224809.0,0.56,0.33,0.02,3.2,0.36,26.42,0.79,0.24,1.59,1.53,3
813,Ethiopia,2001,68159422.0,0.78,0.4,0.02,4.04,0.36,31.02,0.96,0.3,1.99,1.83,3
814,Ethiopia,2002,70142090.0,0.8,0.4,0.02,4.21,0.36,31.08,1.0,0.31,2.08,1.86,3
815,Ethiopia,2003,72170581.0,1.11,0.4,0.01,4.57,0.45,31.06,0.95,0.33,2.17,2.09,3
816,Ethiopia,2004,74239508.0,0.96,0.53,0.02,4.81,0.52,31.09,1.11,0.38,2.34,2.31,3
817,Ethiopia,2005,76346310.0,0.8,0.64,0.01,4.43,0.62,31.13,1.15,0.35,2.12,2.58,3
818,Ethiopia,2006,78489205.0,0.85,0.75,0.01,4.73,0.68,31.13,1.23,0.39,2.26,2.96,3
819,Ethiopia,2007,80674343.0,0.95,0.91,0.27,5.44,0.63,31.13,1.34,0.43,2.45,3.19,3
820,Ethiopia,2008,82916236.0,0.97,0.9,0.84,6.17,0.7,31.17,1.38,0.44,2.54,3.39,3
821,Ethiopia,2009,85233923.0,0.93,1.01,0.88,6.28,0.65,31.23,1.36,0.46,2.65,3.58,3
822,Ethiopia,2010,87639962.0,0.88,1.25,0.06,5.84,0.63,31.25,1.73,0.47,2.71,4.0,3
823,Ethiopia,2011,90139928.0,0.87,1.26,0.05,6.74,0.8,31.75,2.46,0.51,2.86,4.62,3
824,Ethiopia,2012,92726982.0,0.98,1.47,0.02,7.12,1.34,31.74,2.3,0.57,3.25,5.48,3
825,Ethiopia,2013,95385793.0,0.97,1.64,0.01,8.33,1.95,31.69,2.88,0.67,3.8,6.36,3
826,Ethiopia,2014,98094264.0,1.45,1.82,0.01,10.24,2.09,31.58,3.8,0.74,4.24,6.56,3
827,Fiji,1990,728575.0,0.07,0.2,0.08,0.69,0.03,-2.54,0.09,0.04,0.41,0.44,2
828,Fiji,1991,735398.0,0.05,0.13,0.08,0.7,0.03,-2.54,0.1,0.05,0.42,0.45,2
829,Fiji,1992,744470.0,0.05,0.2,0.08,0.73,0.03,-2.54,0.11,0.05,0.44,0.45,2
830,Fiji,1993,754962.0,0.05,0.25,0.08,0.72,0.03,-2.54,0.12,0.05,0.43,0.46,2
831,Fiji,1994,765607.0,0.05,0.28,0.09,0.71,0.04,-2.54,0.12,0.04,0.41,0.49,2
832,Fiji,1995,775428.0,0.05,0.3,0.12,0.73,0.04,-2.54,0.12,0.01,0.43,0.51,2
833,Fiji,1996,784389.0,0.05,0.33,0.17,0.79,0.03,-2.54,0.12,0.02,0.43,0.52,2
834,Fiji,1997,792736.0,0.05,0.35,0.14,0.76,0.04,-2.54,0.13,0.02,0.42,0.52,2
835,Fiji,1998,800148.0,0.05,0.37,0.14,0.74,0.04,-2.54,0.12,0.02,0.41,0.52,2
836,Fiji,1999,806302.0,0.05,0.4,0.16,0.76,0.04,-2.54,0.12,0.02,0.41,0.56,2
837,Fiji,2000,811011.0,0.04,0.56,0.18,0.81,0.04,-2.54,0.13,0.02,0.45,0.59,2
838,Fiji,2001,813923.0,0.06,0.37,0.2,1.04,0.04,-2.55,0.15,0.08,0.55,0.63,2
839,Fiji,2002,815257.0,0.05,0.26,0.23,0.88,0.04,-2.55,0.13,0.03,0.44,0.66,2
840,Fiji,2003,816078.0,0.06,0.29,0.29,1.04,0.05,-2.55,0.17,0.05,0.47,0.67,2
841,Fiji,2004,817864.0,0.07,0.32,0.32,1.41,0.05,-2.55,0.37,0.12,0.55,0.7,2
842,Fiji,2006,827869.0,0.05,0.36,0.36,1.32,0.05,-2.55,0.27,0.06,0.58,0.79,2
843,Fiji,2007,836185.0,0.05,0.35,0.23,1.21,0.06,-2.55,0.31,0.04,0.58,0.8,1
844,Fiji,2008,845356.0,0.05,0.31,0.18,0.91,0.05,-2.55,0.23,0.01,0.43,0.81,1
845,Fiji,2009,853636.0,0.05,0.24,0.21,0.93,0.04,-2.55,0.24,0.01,0.42,0.8,1
846,Fiji,2010,859816.0,0.06,0.37,0.27,1.1,0.06,-2.55,0.23,0.01,0.53,0.84,2
847,Fiji,2011,863451.0,0.06,0.03,0.22,1.05,0.06,-2.55,0.22,0.01,0.54,0.81,2
848,Fiji,2012,865065.0,0.06,0.04,0.19,0.98,0.06,-2.55,0.21,0.01,0.52,0.8,1
849,Fiji,2013,865602.0,0.07,0.07,0.21,1.06,0.07,-2.55,0.2,0.01,0.58,0.83,1
850,Fiji,2014,866447.0,0.07,0.11,0.3,1.24,0.07,-2.55,0.19,0.01,0.66,0.85,1
851,Fiji,2015,868632.0,0.08,0.2,0.32,1.43,0.08,-2.55,0.25,0.01,0.77,0.88,1
852,Fiji,2016,872406.0,0.12,0.19,0.33,1.65,0.09,-2.54,0.28,0.01,0.92,0.9,1
853,Fiji,2017,877460.0,0.11,0.22,0.38,1.73,0.09,-2.54,0.28,0.01,0.94,0.97,1
854,Fiji,2018,883490.0,0.12,0.23,0.4,1.81,0.09,-2.54,0.29,0.01,0.99,0.99,1
855,Finland,1990,4986431.0,6.53,3.1,19.87,53.83,0.73,-31.13,13.61,2.11,11.72,64.98,0
856,Finland,1991,5013740.0,6.78,2.72,21.47,54.56,0.57,-31.13,13.11,1.8,11.4,64.9,0
857,Finland,1992,5041992.0,6.67,2.77,19.13,51.81,0.47,-31.13,12.69,1.96,11.35,60.88,0
858,Finland,1993,5066447.0,5.6,2.72,22.2,53.1,0.36,-31.13,12.22,1.95,11.12,63.49,0
859,Finland,1994,5088333.0,5.97,2.51,26.88,59.57,0.36,-31.13,13.45,1.7,11.57,66.49,0
860,Finland,1995,5107790.0,6.06,2.57,24.84,55.71,0.38,-31.11,11.76,1.7,11.36,65.3,0
861,Finland,1996,5124573.0,5.96,2.68,31.77,62.19,0.38,-31.11,11.64,1.74,11.09,67.31,0
862,Finland,1997,5139835.0,5.61,2.67,29.24,60.17,0.45,-31.09,11.93,1.7,11.7,70.65,0
863,Finland,1998,5153498.0,5.74,2.74,24.09,56.82,0.45,-31.05,13.39,1.74,11.86,73.82,0
864,Finland,1999,5165474.0,4.9,2.59,24.5,56.03,0.48,-30.87,12.79,1.67,12.17,75.1,0
865,Finland,2000,5176209.0,3.52,2.55,25.94,54.59,0.5,-30.66,10.96,2.44,11.75,76.21,0
866,Finland,2001,5188008.0,3.73,2.59,31.21,60.58,0.5,-15.3,10.89,2.87,11.89,78.17,0
867,Finland,2002,5200598.0,3.66,2.59,33.97,62.95,0.48,-15.23,10.52,2.73,12.07,80.52,0
868,Finland,2003,5213014.0,3.57,2.62,42.15,71.24,0.47,-15.18,10.2,3.06,12.27,81.71,0
869,Finland,2004,5228172.0,3.47,2.78,38.26,67.16,0.53,-15.02,10.27,2.55,12.6,83.97,0
870,Finland,2005,5246096.0,3.33,2.75,26.76,54.92,0.54,-14.99,9.77,2.44,12.63,81.84,0
871,Finland,2006,5266268.0,3.3,2.82,38.32,66.45,0.57,-14.97,9.78,2.25,12.81,87.18,0
872,Finland,2007,5288720.0,3.17,3.07,36.35,64.5,0.61,-14.95,9.42,2.41,13.15,87.45,0
873,Finland,2008,5313399.0,2.49,3.19,29.64,56.04,0.62,-14.92,8.99,2.39,12.53,83.8,0
874,Finland,2009,5338871.0,2.59,2.92,29.51,53.8,0.39,-14.87,7.49,2.24,11.96,78.45,0
875,Finland,2010,5363352.0,3.07,3.05,35.32,62.0,0.53,-14.83,9.05,2.1,12.47,85.03,0
876,Finland,2011,5388272.0,2.47,3.27,29.45,54.56,0.56,-54.68,8.4,1.95,12.29,81.74,0
877,Finland,2012,5413971.0,2.62,3.26,24.6,48.91,0.5,-54.65,7.64,2.06,11.99,82.41,0
878,Finland,2013,5438972.0,2.33,3.27,26.08,49.71,0.48,-54.65,7.48,1.99,11.83,81.72,0
879,Finland,2014,5461512.0,2.27,3.19,23.33,45.69,0.47,-54.62,7.45,1.94,10.71,80.86,0
880,Finland,2015,5479531.0,2.06,3.23,20.35,42.36,0.46,-54.62,7.29,1.96,10.7,80.3,0
881,Finland,2016,5495303.0,2.16,3.24,21.72,45.15,0.55,6.62,7.38,1.98,11.91,82.9,0
882,Finland,2017,5508214.0,2.07,3.31,19.84,42.4,0.6,6.7,7.29,1.9,11.31,82.95,0
883,Finland,2018,5515525.0,1.96,3.54,20.91,43.76,0.6,6.94,7.58,1.8,11.51,84.95,0
884,France,1990,58235716.0,85.63,19.19,74.85,345.6,10.94,-24.85,60.55,11.11,113.47,323.04,0
885,France,1991,58559309.0,95.24,18.63,85.86,370.3,10.39,-24.85,61.0,11.35,116.85,345.39,0
886,France,1992,58851216.0,92.81,20.24,74.28,359.31,9.34,-24.85,61.37,11.5,119.36,355.16,0
887,France,1993,59106758.0,89.77,20.52,61.47,340.93,8.59,-24.85,57.49,11.72,120.48,356.08,0
888,France,1994,59327200.0,84.32,20.93,61.36,335.7,8.78,-24.85,57.2,11.45,121.38,363.56,0
889,France,1995,59541904.0,84.21,21.61,66.27,343.65,8.64,-24.85,59.37,11.48,122.32,367.84,0
890,France,1996,59753095.0,93.05,22.69,70.0,359.52,8.44,-24.86,62.63,11.72,122.12,382.65,0
891,France,1997,59964841.0,87.61,22.95,65.51,351.03,8.11,-24.88,61.62,11.66,124.64,381.74,0
892,France,1998,60186284.0,91.07,23.92,80.07,372.5,8.69,-24.89,58.47,13.77,129.12,393.36,0
893,France,1999,60496708.0,92.51,25.15,74.18,366.62,8.39,-24.91,56.62,13.79,129.52,401.22,0
894,France,2000,60912500.0,85.7,25.82,77.25,364.68,8.56,-24.93,55.45,13.8,132.48,409.74,0
895,France,2001,61357432.0,90.65,25.72,69.88,368.21,8.66,-66.3,59.34,14.12,134.22,420.45,0
896,France,2002,61805266.0,84.32,25.4,72.62,362.53,8.64,-66.35,57.16,14.29,134.14,418.21,0
897,France,2003,62244880.0,89.11,25.16,75.28,368.28,8.56,-66.39,56.63,14.45,132.82,435.44,0
898,France,2004,62704901.0,92.87,26.79,74.94,368.88,9.07,-66.47,53.08,14.93,133.06,446.96,0
899,France,2005,63179356.0,90.4,26.7,80.9,371.71,9.11,-66.48,55.13,14.48,130.8,452.12,0
900,France,2006,63621376.0,85.63,27.18,76.75,362.43,9.17,-66.48,54.84,14.09,131.12,447.83,0
901,France,2007,64016227.0,77.1,27.66,78.46,353.57,9.33,-66.48,54.03,13.7,130.3,450.02,0
902,France,2008,64374979.0,83.56,28.1,74.95,349.33,8.88,-66.48,52.54,13.98,124.32,462.77,0
903,France,2009,64707035.0,85.5,26.57,72.74,336.2,7.68,-66.49,41.25,13.79,122.93,446.84,0
904,France,2010,65027505.0,83.93,26.53,74.39,340.05,7.89,-66.49,45.11,13.36,123.27,474.03,0
905,France,2011,65342789.0,70.22,26.49,66.8,325.47,8.07,-61.1,46.12,13.7,128.63,451.02,0
906,France,2012,65659814.0,76.79,25.57,68.01,328.82,7.5,-61.1,43.72,12.85,127.46,462.32,0
907,France,2013,65998685.0,79.36,26.12,65.35,329.33,7.3,-61.1,45.07,13.28,126.27,463.9,0
908,France,2014,66312067.0,64.19,26.18,50.9,297.55,6.98,-61.11,42.88,13.16,126.43,441.58,0
909,France,2015,66548272.0,67.28,26.99,54.44,303.92,6.61,-61.11,41.71,12.9,127.59,450.83,0
910,France,2016,66724104.0,68.12,26.38,54.92,306.07,6.64,-61.98,43.48,11.84,127.7,457.73,0
911,France,2017,66918020.0,67.98,26.25,59.59,309.87,6.48,-61.98,42.47,11.7,128.14,455.23,0
912,France,2018,67101930.0,64.42,26.9,61.75,303.48,6.48,-61.98,40.08,11.8,125.42,449.96,0
913,Gabon,1990,949493.0,0.12,0.2,0.31,4.08,0.05,3.61,0.14,0.03,0.32,0.88,1
914,Gabon,1991,975785.0,0.13,0.18,0.32,4.3,0.05,3.61,0.2,0.04,0.39,0.9,1
915,Gabon,1992,1002573.0,0.13,0.18,0.31,4.56,0.05,3.61,0.27,0.03,0.37,0.92,1
916,Gabon,1993,1029769.0,0.13,0.16,0.34,4.65,0.05,3.61,0.31,0.04,0.39,0.96,1
917,Gabon,1994,1057252.0,0.17,0.25,0.26,4.39,0.05,3.61,0.41,0.02,0.31,0.82,1
918,Gabon,1995,1084951.0,0.17,0.22,0.33,4.54,0.06,3.61,0.45,0.02,0.34,0.88,1
919,Gabon,1996,1112944.0,0.18,0.24,0.41,4.64,0.07,3.61,0.46,0.02,0.35,0.92,1
920,Gabon,1997,1141332.0,0.18,0.34,0.42,4.75,0.08,3.61,0.51,0.03,0.38,0.96,1
921,Gabon,1998,1170061.0,0.17,0.33,0.49,4.85,0.08,3.61,0.53,0.03,0.41,1.01,1
922,Gabon,1999,1199058.0,0.17,0.29,0.46,4.75,0.07,3.65,0.49,0.03,0.39,1.05,1
923,Gabon,2000,1228359.0,0.15,0.25,0.45,4.58,0.09,3.65,0.52,0.02,0.32,1.04,1
924,Gabon,2001,1258008.0,0.15,0.27,0.42,4.49,0.1,3.15,0.53,0.02,0.36,1.1,1
925,Gabon,2002,1288310.0,0.17,0.3,0.46,4.23,0.1,3.16,0.34,0.02,0.39,1.17,1
926,Gabon,2003,1319946.0,0.16,0.27,0.5,4.29,0.1,3.17,0.36,0.02,0.35,1.2,1
927,Gabon,2004,1353788.0,0.16,0.23,0.53,4.33,0.1,3.19,0.34,0.02,0.37,1.21,1
928,Gabon,2005,1390550.0,0.17,0.24,0.63,4.52,0.1,3.19,0.54,0.02,0.37,1.22,1
929,Gabon,2006,1430144.0,0.17,0.22,0.61,3.94,0.1,3.19,0.63,0.02,0.37,1.3,1
930,Gabon,2007,1472565.0,0.19,0.19,0.77,3.96,0.09,3.19,0.52,0.03,0.43,1.37,1
931,Gabon,2008,1518538.0,0.19,0.21,0.68,4.04,0.09,3.19,0.68,0.03,0.44,1.44,1
932,Gabon,2009,1568925.0,0.2,0.22,0.68,4.1,0.1,3.19,0.77,0.03,0.41,1.44,1
933,Gabon,2010,1624146.0,0.27,0.26,0.8,4.68,0.09,3.18,0.91,0.04,0.64,1.49,1
